,q,s
2018-09-01 00:00:00+01:00,20.8916717082438,0.0
2018-09-02 00:00:00+01:00,18.9888187016219,0.0
2018-09-03 00:00:00+01:00,19.8370160481316,0.0
2018-09-04 00:00:00+01:00,19.7215680438384,0.0
2018-09-05 00:00:00+01:00,16.5788475270261,0.0
2018-09-06 00:00:00+01:00,14.1207976547804,0.0
2018-09-07 00:00:00+01:00,12.7555397816773,0.0
2018-09-08 00:00:00+01:00,11.8335262706866,0.0
2018-09-09 00:00:00+01:00,11.2093489132695,0.0
2018-09-10 00:00:00+01:00,11.4737053331747,0.0
2018-09-11 00:00:00+01:00,11.8586727031509,0.0
2018-09-12 00:00:00+01:00,11.6224723225045,0.0
2018-09-13 00:00:00+01:00,11.4383104176617,0.0
2018-09-14 00:00:00+01:00,11.3033359870301,0.0
2018-09-15 00:00:00+01:00,12.8422070242686,0.0
2018-09-16 00:00:00+01:00,14.2785285674554,0.185162788759687
2018-09-17 00:00:00+01:00,16.2621740682424,0.722464568510558
2018-09-18 00:00:00+01:00,17.4743275490199,0.522585885075738
2018-09-19 00:00:00+01:00,19.2615905165418,0.0479482374931029
2018-09-20 00:00:00+01:00,26.826670818095,0.0
2018-09-21 00:00:00+01:00,30.1660118151345,0.0
2018-09-22 00:00:00+01:00,33.4024823043502,0.0
2018-09-23 00:00:00+01:00,45.1310077845014,3.8100446555917
2018-09-24 00:00:00+01:00,45.1728376569441,17.98140989907
2018-09-25 00:00:00+01:00,42.385917715638,40.6497283053086
2018-09-26 00:00:00+01:00,42.2249967457829,44.5717916938901
2018-09-27 00:00:00+01:00,34.6845551180161,26.5935544791926
2018-09-28 00:00:00+01:00,21.8910075036303,9.34269436458442
2018-09-29 00:00:00+01:00,23.3354474544308,27.2242020850714
2018-09-30 00:00:00+01:00,22.6293641433033,26.7357942884878
2018-10-01 00:00:00+01:00,21.869413222952,22.2326380146553
2018-10-02 00:00:00+01:00,18.374476945501,22.6668354216004
2018-10-03 00:00:00+01:00,14.6689145245687,24.257790243839
2018-10-04 00:00:00+01:00,11.9541258518873,28.0902818331824
2018-10-05 00:00:00+01:00,10.9567039349262,44.2604027251423
2018-10-06 00:00:00+01:00,10.6395103733293,55.8703743286296
2018-10-07 00:00:00+01:00,9.98553893447429,66.5771213450355
2018-10-08 00:00:00+01:00,11.5184786210127,86.7141864932766
2018-10-09 00:00:00+01:00,21.0272985968685,105.062347430023
2018-10-10 00:00:00+01:00,27.196515974082,105.553795045391
2018-10-11 00:00:00+01:00,25.4617288160466,97.8127773987651
2018-10-12 00:00:00+01:00,26.5283422539374,80.2098636666837
2018-10-13 00:00:00+01:00,29.7488667528834,63.5990008101067
2018-10-14 00:00:00+01:00,40.1474708920699,48.8262161164034
2018-10-15 00:00:00+01:00,43.0793500488238,44.1130483159601
2018-10-16 00:00:00+01:00,36.8078974074801,44.8405387782448
2018-10-17 00:00:00+01:00,32.9140945505588,41.0189521073892
2018-10-18 00:00:00+01:00,44.5400905478588,49.9241790401344
2018-10-19 00:00:00+01:00,50.8643319091217,48.8424187612542
